UAI;Nom;Type;Statut public/privé;Adresse;CP;Commune;Académie;Département;Région;Téléphone;Téléphone normalisé;Mail ce.;Site web;SIREN;SIRET;Latitude;Longitude;Campus rattaché;Distance campus km;Source;Date extraction;Nature source;Code nature source;Type source;État source
0930834B;Lycée Voillaume;Lycée;Public;136 rue de Mitry;93600;Aulnay-sous-Bois;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 19 31 93;+33148193193;ce.0930834B@ac-creteil.fr;http://www.lyceevoillaume.net;199308347;19930834700012;48.94454426421222;2.5082514034395587;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0941413A;Lycée polyvalent Léon Blum;Lycée;Public;5 rue Jean Gabin;94034;Créteil;Créteil;Val-de-Marne;Ile-de-France;01 48 99 22 48;+33148992248;ce.0941413a@ac-creteil.fr;https://lyceeblumcreteil.fr;199414137;19941413700018;48.77979890015114;2.445193431335082;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0941018W;Lycée polyvalent Édouard Branly;Lycée;Public;33 rue du Petit Bois;94000;Créteil;Créteil;Val-de-Marne;Ile-de-France;01 43 39 34 75;+33143393475;ce.0941018W@ac-creteil.fr;https://www.branly.fr/;199410184;19941018400014;48.783884965626555;2.4669439734030068;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0772342C;Lycée polyvalent Clément Ader;Lycée;Public;76 rue Georges Clemenceau;77220;Tournan-en-Brie;Créteil;Seine-et-Marne;Ile-de-France;01 64 07 20 18;+33164072018;ce.0772342c@ac-creteil.fr;http://www.lyceeader.eu;197723422;19772342200014;48.74289262798635;2.749278337472371;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0930125F;Lycée Paul Éluard;Lycée;Public;15-17 avenue Jean Moulin;93200;Saint-Denis;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 71 70 00;+33149717000;ce.0930125F@ac-creteil.fr;http://www.lyceepauleluard.fr;199301250;19930125000015;48.9412972594893;2.364486504485791;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0932074Z;Lycée polyvalent Marcel Cachin;Lycée;Public;11-13 rue Marcel Cachin;93400;Saint-Ouen;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 18 97 50;+33149189750;ce.0932074Z@ac-creteil.fr;http://www.lyceemarcelcachin.fr;199320748;19932074800015;48.91757977838111;2.338313850349661;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0932267J;Lycée polyvalent Liberté;Lycée;Public;27 rue de la Liberté;93230;Romainville;Créteil;Seine-Saint-Denis;Ile-de-France;01 41 83 24 90;+33141832490;ce.0932267J@ac-creteil.fr;http://www.lycee-liberte.fr/;199301375;19930137500010;48.882034300863076;2.4289848722414473;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0770944H;Lycée professionnel Auguste Perdonnet;Lycée;Public;1 allée du Château;77400;Thorigny-sur-Marne;Créteil;Seine-et-Marne;Ile-de-France;01 60 07 50 40;+33160075040;ce.0770944h@ac-creteil.fr;http://perdonnet.fr/;197709447;19770944700019;48.88732929973339;2.7281192981058764;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0932121A;Lycée polyvalent Suger;Lycée;Public;6 avenue le Roy des Barres;93200;Saint-Denis;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 13 37 60;+33148133760;ce.0932121A@ac-creteil.fr;http://www.suger.fr;199321217;19932121700028;48.92890025392054;2.3666278457683654;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0931024H;Lycée professionnel Jean-Pierre Timbaud;Lycée;Public;103 avenue de la République;93300;Aubervilliers;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 33 87 88;+33148338788;ce.0931024H@ac-creteil.fr;https://www.lyceejeanpierretimbaud.fr/presentation-du-lycee-professionnel-jean-pierre-timbaud-aubervilliers/;199310244;19931024400017;48.90482942151991;2.391049172456102;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0940118T;Lycée polyvalent Louis Armand;Lycée;Public;173 boulevard de Strasbourg;94130;Nogent-sur-Marne;Créteil;Val-de-Marne;Ile-de-France;01 45 14 28 28;+33145142828;ce.0940118T@ac-creteil.fr;http://www.larmand.fr;199401183;19940118300017;48.8467161140249;2.4913060633969635;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0941355M;Lycée professionnel Paul Bert;Lycée;Public;1 rue du gué aux aurochs;94700;Maisons-Alfort;Créteil;Val-de-Marne;Ile-de-France;01 41 79 02 50;+33141790250;ce.0941355m@ac-creteil.fr;https://lyceepaulbert94.fr/;199413550;19941355000013;48.81499680233944;2.4243206489988234;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0771336J;Lycée polyvalent les Pannevelles;Lycée;Public;Route de Chalautre la Petite, CS 60330;77481;Provins;Créteil;Seine-et-Marne;Ile-de-France;01 60 58 55 80;+33160585580;ce.0771336j@ac-creteil.fr;http://www.lespannevelles.net;197713365;19771336500017;48.550737843247305;3.302437989116911;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0940120V;Lycée Marcelin Berthelot;Lycée;Public;6 boulevard Maurice Berteaux;94107;Saint-Maur-des-Fossés;Créteil;Val-de-Marne;Ile-de-France;01 45 11 51 11;+33145115111;ce.0940120V@ac-creteil.fr;https://lycee-berthelot.fr/;199401209;19940120900010;48.810377748900095;2.470063843147651;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0940742W;Lycée polyvalent Guillaume Budé;Lycée;Public;2 voie Georges Pompidou;94450;Limeil-Brévannes;Créteil;Val-de-Marne;Ile-de-France;01 45 10 37 00;+33145103700;ce.0940742W@ac-creteil.fr;http://www.guillaumebude.com;199407420;19940742000017;48.743740806816575;2.510720424025152;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0932126F;Lycée polyvalent François Rabelais;Lycée;Public;Rue François Rabelais;93440;Dugny;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 92 90 90;+33149929090;ce.0932126F@ac-creteil.fr;http://lycee-francois-rabelais-dugny.fr;199321266;19932126600017;48.94908080001653;2.4172891234396072;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0930831Y;Lycée professionnel Aristide Briand;Lycée;Public;120 avenue Aristide Briand;93155;Le Blanc-Mesnil;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 67 12 13;+33148671213;Ce.0930831y@ac-creteil.fr;;199308313;19930831300014;48.94482961709546;2.449369198095032;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0931739K;Lycée professionnel Jean Moulin;Lycée;Public;2 rue Missak Manouchian, BP 20;93110;Rosny-sous-Bois;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 94 56 39;+33148945639;ce.0931739K@ac-creteil.fr;https://lyceejeanmoulinrosny.wordpress.com/;199317397;19931739700024;48.86331073938611;2.4949129693529817;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0771996B;Lycée polyvalent Honoré de Balzac;Lycée;Public;Avenue Paul Langevin;77290;Mitry-Mory;Créteil;Seine-et-Marne;Ile-de-France;01 64 27 80 81;+33164278081;ce.0771996b@ac-creteil.fr;http://lpohdb.fr;197719966;19771996600016;48.973078796899124;2.651612015619635;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0772688D;Lycée polyvalent de Serris Émilie du Châtelet;Lycée;Public;35 cours du Danube;77700;Serris;Créteil;Seine-et-Marne;Ile-de-France;01 64 63 06 36;+33164630636;ce.0772688d@ac-creteil.fr;http://www.lycee-edc.com;200003028;20000302800038;48.85680242516287;2.778926580285108;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0932026X;Lycée polyvalent Alfred Nobel;Lycée;Public;20 allée de Gagny;93390;Clichy-sous-Bois;Créteil;Seine-Saint-Denis;Ile-de-France;01 41 70 10 00;+33141701000;ce.0932026X@ac-creteil.fr;http://www.lyceealfrednobel.fr/;199320268;19932026800014;48.90343886871677;2.548190117189201;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0930135S;Lycée professionnel Simone Weil;Lycée;Public;6 rue Delizy;93500;Pantin;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 10 39 00;+33148103900;ce.0930135S@ac-creteil.fr;https://lpsweilpantin.org/;199301359;19930135900022;48.89544091786192;2.4096103845694055;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0771995A;Lycée professionnel le Champ de Claye;Lycée;Public;71 rue Pasteur, BP 83;77414;Claye-Souilly;Créteil;Seine-et-Marne;Ile-de-France;01 60 26 40 64;+33160264064;ce.0771995a@ac-creteil.fr;http://www.lechampdeclaye.fr;197719958;19771995800021;48.93829001463312;2.6761344969569216;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0932783V;Lycée Joséphine Baker;Lycée;Public;2 rue d'Amiens;93380;Pierrefitte-sur-Seine;Créteil;Seine-Saint-Denis;Ile-de-France;01 84 81 14 15;+33184811415;ce.0932783V@ac-creteil.fr;;200095370;20009537000017;48.95327463878157;2.368387362801961;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0931430Z;Lycée Jacques Brel;Lycée;Public;4-6 rue Dulcie September;93120;La Courneuve;Créteil;Seine-Saint-Denis;Ile-de-France;01 43 11 36 00;+33143113600;ce.0931430z@ac-creteil.fr;http://www.jacquesbrel-lacourneuve.fr;199314303;19931430300017;48.929624886331744;2.400326472996749;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0932282A;Lycée polyvalent Léo Lagrange;Lycée;Public;29 rue Georges Elie;93140;Bondy;Créteil;Seine-Saint-Denis;Ile-de-France;01 55 89 11 00;+33155891100;ce.0932282A@ac-creteil.fr;http://www.lyceeleolagrange.fr;199317405;19931740500017;48.906196397624925;2.4915023903058637;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0941301D;Lycée polyvalent Fréderic Mistral;Lycée;Public;7-9 rue Fréderic Mistral;94260;Fresnes;Créteil;Val-de-Marne;Ile-de-France;01 49 84 90 90;+33149849090;ce.0941301D@ac-creteil.fr;http://www.lycee-mistral.net;199413014;19941301400010;48.76122613706585;2.328688497832819;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0772294A;Lycée Emily Brontë;Lycée;Public;1 esplanade François Mitterrand;77185;Lognes;Créteil;Seine-et-Marne;Ile-de-France;01 60 37 04 15;+33160370415;ce.0772294a@ac-creteil.fr;https://www.lyceebrontelognes.websco.fr;197722945;19772294500031;48.83952918117187;2.648902400842065;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0941719H;Lycée Epin;Lycée;Privé;17-19 avenue Eugène Pelletan;94400;Vitry-sur-Seine;Créteil;Val-de-Marne;Ile-de-France;01 46 81 11 06;+33146811106;epin@epin.fr;http://www.epin.fr;552081721;55208172100029;48.79419945658507;2.3848003666518878;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0770931U;Lycée Pierre de Coubertin;Lycée;Public;Chaussée de Paris;77100;Meaux;Créteil;Seine-et-Marne;Ile-de-France;01 64 34 57 27;+33164345727;ce.0770931u@ac-creteil.fr;https://www.coubertin-meaux.fr;197709314;19770931400011;48.955102129539654;2.8671973622331977;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0772127U;Lycée Galilée;Lycée;Public;Avenue André Malraux, BP 114;77380;Combs-la-Ville;Créteil;Seine-et-Marne;Ile-de-France;01 60 34 53 30;+33160345330;ce.0772127u@ac-creteil.fr;http://lycee-galilee.jimdo.com/;197721277;19772127700014;48.652191439656086;2.56174477575254;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0941232D;Lycée professionnel Jean Macé;Lycée;Public;103 rue Mirabeau;94600;Choisy-le-Roi;Créteil;Val-de-Marne;Ile-de-France;01 48 90 96 19;+33148909619;ce.0941232D@ac-creteil.fr;https://www.lpjeanmace.fr/;199412321;19941232100010;48.76366534654903;2.4216977518899667;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0940114N;Lycée polyvalent Antoine de Saint-Exupéry;Lycée;Public;4 rue Henri Matisse;94000;Créteil;Créteil;Val-de-Marne;Ile-de-France;01 41 94 28 28;+33141942828;ce.0940114N@ac-creteil.fr;http://www.lyceesaintexupery.fr;199401142;19940114200013;48.78269526922529;2.4615747865777506;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0930123D;Lycée Olympe de Gouges;Lycée;Public;3 chemin de Montreuil à Claye;93130;Noisy-le-Sec;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 43 42 02;+33148434202;ce.0930123D@ac-creteil.fr;https://www.citescolaireolympedegouges.fr;199301235;19930123500016;48.88927848551092;2.471321521299963;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0930120A;Lycée Jacques Feyder;Lycée;Public;10 rue Henri Wallon, BP 100;93801;Epinay-sur-Seine;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 71 72 00;+33149717200;lycee.feyder@ac-creteil.fr;https://www.lyceefeyder.org/;199301201;19930120100018;48.95509744548008;2.320839880589892;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0771190A;Lycée professionnel privé Lineane Coiffure et Esthétique;Lycée;Privé;6 rue Jean Jaurès, 77670 ST MAMMES;77670;Saint-Mammès;Créteil;Seine-et-Marne;Ile-de-France;0164231911;+33164231911;ce.0771190A@ac-creteil.fr;;483292884;48329288400028;48.38646942153268;2.814471637533865;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0772747T;Lycée Professionnel privé Oneschool Global Paris Campus;Lycée;Privé;50 rue Becquerel, 77500 CHELLES;77500;Chelles;Créteil;Seine-et-Marne;Ile-de-France;0164210699;+33164210699;ce.0772747T@ac-creteil.fr;;439253410;43925341000021;48.8925446211665;2.596777569771744;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0772866X;Lycée professionnel privé ICAM;Lycée;Privé;34 voie Points de Vue, 77127 LIEUSAINT;77127;Lieusaint;Créteil;Seine-et-Marne;Ile-de-France;0181141000;+33181141000;ce.0772866X@ac-creteil.fr;;788769230;78876923000020;48.613669575515104;2.5383093802297196;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0932562E;Ecole ECOFIH;Lycée;Privé;79 rue de Paris, 93000 BOBIGNY;93000;Bobigny;Créteil;Seine-Saint-Denis;Ile-de-France;0148467711;+33148467711;ce.0932562E@ac-creteil.fr;;788790251;78879025100011;48.8990217595839;2.4441425264373193;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0942365K;Lycée général et technologique privé Sports études de Paris (SEDP);Lycée;Privé;Chemin des Marmousets, 94510 LA QUEUE EN BRIE;94510;La Queue-en-Brie;Créteil;Val-de-Marne;Ile-de-France;0145939898;+33145939898;ce.0942365K@ac-creteil.fr;;530055953;53005595300026;48.767262871184634;2.5875737877536733;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0942438P;Lycée professionnel privé Paris Football Club Academy;Lycée;Privé;16 bis rue du Docteur Calmette, 94310 ORLY;94310;Orly;Créteil;Val-de-Marne;Ile-de-France;0963684696;+33963684696;ce.0942438P@ac-creteil.fr;;;;48.74791471324865;2.410316901256336;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0931796X;Lycée général privé ORT Daniel Mayer;Lycée;Privé;39-45 rue Raspail;93107;Montreuil;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 88 46 50;+33149884650;ce.0931796X@ac-creteil.fr;https://ort-france.fr/montreuil;775688104;77568810400113;48.85283000352504;2.4250052027638027;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0930128J;Lycée professionnel Denis Papin;Lycée;Public;34 avenue Michelet;93120;La Courneuve;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 92 16 00;+33149921600;ce.0930128J@ac-creteil.fr;http://www.lycee-denis-papin-la-courneuve.com;199301284;19930128400014;48.92887989557298;2.3863947991490666;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0772310T;Lycée polyvalent Simone Signoret;Lycée;Public;Place du 14 juillet;77000;Vaux-le-Pénil;Créteil;Seine-et-Marne;Ile-de-France;01 60 68 24 64;+33160682464;ce.0772310t@ac-creteil.fr;http://www.lycee-signoret.fr;197723109;19772310900017;48.53091007605829;2.6726315665095157;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0932825R;Lycée agricole privé Saltus campus;Lycée;Privé;Allée Ravel;93270;Sevran;Créteil;Seine-Saint-Denis;Ile-de-France;01 84 81 16 40;+33184811640;direction@saltuscampus.fr;https://www.saltuscampus.fr/;;;48.94467404361391;2.5459356425708632;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0772332S;Lycée polyvalent Sonia Delaunay;Lycée;Public;1 rue Aimé Césaire;77240;Cesson;Créteil;Seine-et-Marne;Ile-de-France;01 64 41 29 29;+33164412929;ce.0772332s@ac-creteil.fr;http://www.lyceesoniadelaunay77.com/;197723323;19772332300014;48.57265222109859;2.608798566040047;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0940878U;Lycée Teilhard de Chardin;Lycée;Privé;2 place d'Armes;94106;Saint-Maur-des-Fossés;Créteil;Val-de-Marne;Ile-de-France;01 48 89 66 66;+33148896666;tdechardin@tdechardin.org;http://www.tdechardin.org;785772641;78577264100011;48.807224735358794;2.491228293404492;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0771200L;Lycée polyvalent privé Blanche de Castille;Lycée;Privé;42 bis rue du Château;77300;Fontainebleau;Créteil;Seine-et-Marne;Ile-de-France;01 64 22 30 07;+33164223007;ce.0771200l@ac-creteil.fr;https://icefontainebleau.fr/;784942369;78494236900025;48.406182070760785;2.703049919317762;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0772275E;Lycée polyvalent Maurice Rondeau;Lycée;Privé;1 place Clos Saint-Georges;77600;Bussy-Saint-Georges;Créteil;Seine-et-Marne;Ile-de-France;01 64 66 08 78;+33164660878;administration@lyceerondeau.eu;http://www.lyceerondeau.eu;379278773;37927877300013;48.84183820722432;2.7050059407288605;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0940821G;Lycée Gregor Mendel;Lycée;Privé;205 rue de Fontenay;94300;Vincennes;Créteil;Val-de-Marne;Ile-de-France;01 49 57 97 00;+33149579700;contact@gregormendel.org;http://www.gregormendel.org;775741523;77574152300010;48.84879538198755;2.4272259797205877;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0930929E;Lycée professionnel privé Jeanne la Lorraine;Lycée;Privé;3 boulevard du Nord;93340;Le Raincy;Créteil;Seine-Saint-Denis;Ile-de-France;01 43 81 83 78;+33143818378;ce.0930929E@ac-creteil.fr;https://www.groupescolaire-saintelouisedm.com/lycee-jll;785601147;78560114700024;48.90166706339659;2.5134757813211515;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0931272C;Lycée Gustave Eiffel;Lycée;Public;16 chemin de la Renardière;93220;Gagny;Créteil;Seine-Saint-Denis;Ile-de-France;01 43 02 80 36;+33143028036;ce.0931272C@ac-creteil.fr;http://www.eiffel-gagny.org;199312729;19931272900015;48.88870710130037;2.5412578188344055;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0930936M;Lycée polyvalent privé Saint-Benoist de l'Europe;Lycée;Privé;82 avenue Gambetta;93170;Bagnolet;Créteil;Seine-Saint-Denis;Ile-de-France;01 43 62 11 62;+33143621162;ce.0930936M@ac-creteil.fr;http://www.saintbenoist.fr/;394462709;39446270900012;48.87106189954326;2.4178456611967993;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0940115P;Lycée Romain-Rolland;Lycée;Public;17 rue Lucien Nadaire;94200;Ivry-sur-Seine;Créteil;Val-de-Marne;Ile-de-France;01 46 80 15 60;+33146801560;0940115P@ac-creteil.fr;http://lycee-romainrolland-ivry.fr/;199401159;19940115900017;48.80143544126474;2.3936695095016853;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0942354Y;Lycée général et technologique de l'ensemble Sainte-Marie;Lycée;Privé;22 avenue de Verdun;94000;Créteil;Créteil;Val-de-Marne;Ile-de-France;01 45 17 21 70;+33145172170;contact@ensemblesaintemarie.fr;http://www.ensemblesaintemarie.fr;785740598;78574059800053;48.7945218364921;2.462664279836746;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0770926N;Lycée François Couperin;Lycée;Public;Route Hurtault;77305;Fontainebleau;Créteil;Seine-et-Marne;Ile-de-France;01 60 39 55 00;+33160395500;ce.0770926n@ac-creteil.fr;http://www.francoiscouperin.fr/;197709264;19770926400018;48.39905368078548;2.6868318330322696;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0940119U;Lycée Paul Doumer;Lycée;Public;2 rue Paul Doumer;94170;Le Perreux-sur-Marne;Créteil;Val-de-Marne;Ile-de-France;01 43 24 05 80;+33143240580;ce.0940119U@ac-creteil.fr;http://www.lyceepauldoumer94.fr/;199401191;19940119100010;48.833681465754296;2.508872238357299;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0941298A;Lycée professionnel Jules Michelet;Lycée;Public;2-4 rue Béranger;94120;Fontenay-sous-Bois;Créteil;Val-de-Marne;Ile-de-France;01 48 75 64 85;+33148756485;ce.0941298A@ac-creteil.fr;http://lycee-michelet.fr;199412982;19941298200019;48.852087694925295;2.4731761275858335;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0941407U;Lycée professionnel CE3P - École de photographie et des techniques de l'image;Lycée;Privé;5 rue René Robin;94200;Ivry-sur-Seine;Créteil;Val-de-Marne;Ile-de-France;01 46 58 45 20;+33146584520;info@ce3p.com;http://www.ce3p.com;785721788;78572178800020;48.81387913586163;2.37804377008623;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0931613Y;Lycée Louise Michel;Lycée;Public;70 avenue Jean Jaurès;93000;Bobigny;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 10 22 44;+33148102244;ce.0931613y@ac-creteil.fr;http://louisemichelbobigny.fr/;199316134;19931613400014;48.902080737124066;2.440758244161289;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
